number,time1000000000001,78
2000000000001,55
3000000000001,53
4000000000001,45
5000000000001,35
6000000000001,33
7000000000001,55
8000000000001,14
9000000000001,45
10000000000001,55
11000000000001,33
12000000000001,60
13000000000001,34
14000000000001,74
15000000000001,78
16000000000001,80
17000000000001,105
18000000000001,136
19000000000001,114
20000000000001,66
21000000000001,25
22000000000001,109
23000000000001,73
24000000000001,112
25000000000001,100
26000000000001,90
27000000000001,78
28000000000001,46
29000000000001,93
30000000000001,32
31000000000001,98
32000000000001,109
33000000000001,129
34000000000001,77
35000000000001,111
36000000000001,104
37000000000001,63
38000000000001,124
39000000000001,106
40000000000001,115
41000000000001,107
42000000000001,41
43000000000001,45
44000000000001,67
45000000000001,136
46000000000001,67
47000000000001,69
48000000000001,51
49000000000001,139
50000000000001,113
51000000000001,69
52000000000001,83
53000000000001,51
54000000000001,82
55000000000001,91
56000000000001,121
57000000000001,119
58000000000001,104
59000000000001,160
60000000000001,155
61000000000001,148
62000000000001,155
63000000000001,182
64000000000001,85
65000000000001,108
66000000000001,98
67000000000001,227
68000000000001,86
69000000000001,93
70000000000001,124
71000000000001,85
72000000000001,125
73000000000001,144
74000000000001,191
75000000000001,144
76000000000001,136
77000000000001,153
78000000000001,156
79000000000001,147
80000000000001,89
81000000000001,100
82000000000001,123
83000000000001,179
84000000000001,120
85000000000001,107
86000000000001,103
87000000000001,156
88000000000001,173
89000000000001,128
90000000000001,161
91000000000001,129
92000000000001,140
93000000000001,141
94000000000001,142
95000000000001,99
96000000000001,163
97000000000001,128
98000000000001,169
99000000000001,141
100000000000001,159
101000000000001,177
102000000000001,198
103000000000001,144
104000000000001,108
105000000000001,153
106000000000001,165
107000000000001,101
108000000000001,144
109000000000001,159
110000000000001,219
111000000000001,221
112000000000001,158
113000000000001,155
114000000000001,178
115000000000001,208
116000000000001,153
117000000000001,162
118000000000001,123
119000000000001,124
120000000000001,138
121000000000001,131
122000000000001,117
123000000000001,132
124000000000001,232
125000000000001,180
126000000000001,186
127000000000001,155
128000000000001,148
129000000000001,140
130000000000001,153
131000000000001,140
132000000000001,144
133000000000001,129
134000000000001,134
135000000000001,292
136000000000001,200
137000000000001,124
138000000000001,118
139000000000001,151
140000000000001,208
141000000000001,221
142000000000001,194
143000000000001,156
144000000000001,151
145000000000001,148
146000000000001,114
147000000000001,119
148000000000001,128
149000000000001,207
150000000000001,227
151000000000001,216
152000000000001,210
153000000000001,192
154000000000001,158
155000000000001,212
156000000000001,225
157000000000001,206
158000000000001,236
159000000000001,224
160000000000001,139
161000000000001,116
162000000000001,258
163000000000001,145
164000000000001,134
165000000000001,197
166000000000001,186
167000000000001,198
168000000000001,194
169000000000001,248
170000000000001,233
171000000000001,203
172000000000001,158
173000000000001,248
174000000000001,122
175000000000001,171
176000000000001,175
177000000000001,257
178000000000001,238
179000000000001,203
180000000000001,243
181000000000001,191
182000000000001,174
183000000000001,343
184000000000001,247
185000000000001,133
186000000000001,165
187000000000001,263
188000000000001,220
189000000000001,146
190000000000001,139
191000000000001,180
192000000000001,261
193000000000001,229
194000000000001,269
195000000000001,239
196000000000001,282
197000000000001,253
198000000000001,210
199000000000001,182
200000000000001,123
201000000000001,122
202000000000001,198
203000000000001,197
204000000000001,221
205000000000001,189
206000000000001,262
207000000000001,197
208000000000001,268
209000000000001,254
210000000000001,259
211000000000001,222
212000000000001,270
213000000000001,277
214000000000001,276
215000000000001,165
216000000000001,231
217000000000001,204
218000000000001,254
219000000000001,199
220000000000001,187
221000000000001,256
222000000000001,265
223000000000001,195
224000000000001,296
225000000000001,189
226000000000001,180
227000000000001,172
228000000000001,189
229000000000001,185
230000000000001,125
231000000000001,121
232000000000001,184
233000000000001,135
234000000000001,324
235000000000001,278
236000000000001,265
237000000000001,387
238000000000001,262
239000000000001,241
240000000000001,283
241000000000001,257
242000000000001,294
243000000000001,380
244000000000001,236
245000000000001,280
246000000000001,297
247000000000001,308
248000000000001,320
249000000000001,333
250000000000001,302
251000000000001,385
252000000000001,336
253000000000001,265
254000000000001,193
255000000000001,228
256000000000001,306
257000000000001,295
258000000000001,287
259000000000001,321
260000000000001,258
261000000000001,434
262000000000001,270
263000000000001,253
264000000000001,260
265000000000001,262
266000000000001,298
267000000000001,264
268000000000001,360
269000000000001,213
270000000000001,285
271000000000001,177
272000000000001,238
273000000000001,263
274000000000001,178
275000000000001,233
276000000000001,239
277000000000001,237
278000000000001,374
279000000000001,249
280000000000001,238
281000000000001,182
282000000000001,256
283000000000001,253
284000000000001,250
285000000000001,187
286000000000001,240
287000000000001,383
288000000000001,253
289000000000001,258
290000000000001,287
291000000000001,264
292000000000001,275
293000000000001,183
294000000000001,256
295000000000001,320
296000000000001,265
297000000000001,315
298000000000001,323
299000000000001,298
300000000000001,248
301000000000001,262
302000000000001,328
303000000000001,251
304000000000001,259
305000000000001,268
306000000000001,264
307000000000001,253
308000000000001,260
309000000000001,266
310000000000001,217
311000000000001,263
312000000000001,193
313000000000001,267
314000000000001,266
315000000000001,188
316000000000001,234
317000000000001,268
318000000000001,251
319000000000001,380
320000000000001,265
321000000000001,272
322000000000001,273
323000000000001,253
324000000000001,198
325000000000001,272
326000000000001,280
327000000000001,388
328000000000001,264
329000000000001,258
330000000000001,279
331000000000001,262
332000000000001,282
333000000000001,261
334000000000001,197
335000000000001,390
336000000000001,280
337000000000001,284
338000000000001,194
339000000000001,268
340000000000001,287
341000000000001,215
342000000000001,282
343000000000001,202
344000000000001,345
345000000000001,272
346000000000001,272
347000000000001,288
348000000000001,309
349000000000001,273
350000000000001,202
351000000000001,202
352000000000001,287
353000000000001,216
354000000000001,397
355000000000001,221
356000000000001,292
357000000000001,284
358000000000001,291
359000000000001,271
360000000000001,215
361000000000001,289
362000000000001,335
363000000000001,242
364000000000001,299
365000000000001,327
366000000000001,235
367000000000001,294
368000000000001,301
369000000000001,237
370000000000001,436
371000000000001,218
372000000000001,304
373000000000001,302
374000000000001,314
375000000000001,294
376000000000001,282
377000000000001,403
378000000000001,286
379000000000001,334
380000000000001,312
381000000000001,281
382000000000001,298
383000000000001,412
384000000000001,283
385000000000001,301
386000000000001,304
387000000000001,283
388000000000001,211
389000000000001,255
390000000000001,305
391000000000001,427
392000000000001,286
393000000000001,290
394000000000001,304
395000000000001,297
396000000000001,295
397000000000001,404
398000000000001,286
399000000000001,296
400000000000001,302
401000000000001,217
402000000000001,304
403000000000001,275
404000000000001,221
405000000000001,427
406000000000001,231
407000000000001,299
408000000000001,314
409000000000001,304
410000000000001,322
411000000000001,353
412000000000001,405
413000000000001,288
414000000000001,332
415000000000001,326
416000000000001,392
417000000000001,330
418000000000001,317
419000000000001,437
420000000000001,323
421000000000001,264
422000000000001,339
423000000000001,335
424000000000001,268
425000000000001,323
426000000000001,459
427000000000001,345
428000000000001,331
429000000000001,373
430000000000001,323
431000000000001,239
432000000000001,445
433000000000001,323
434000000000001,330
435000000000001,325
436000000000001,327
437000000000001,323
438000000000001,432
439000000000001,303
440000000000001,258
441000000000001,323
442000000000001,363
443000000000001,458
444000000000001,458
445000000000001,425
446000000000001,238
447000000000001,324
448000000000001,331
449000000000001,328
450000000000001,329
451000000000001,435
452000000000001,235
453000000000001,335
454000000000001,332
455000000000001,310
456000000000001,311
457000000000001,312
458000000000001,244
459000000000001,485
460000000000001,255
461000000000001,253
462000000000001,324
463000000000001,331
464000000000001,319
465000000000001,334
466000000000001,472
467000000000001,247
468000000000001,320
469000000000001,244
470000000000001,336
471000000000001,340
472000000000001,320
473000000000001,477
474000000000001,338
475000000000001,340
476000000000001,338
477000000000001,325
478000000000001,337
479000000000001,471
480000000000001,247
481000000000001,329
482000000000001,348
483000000000001,320
484000000000001,342
485000000000001,485
486000000000001,348
487000000000001,245
488000000000001,324
489000000000001,349
490000000000001,247
491000000000001,359
492000000000001,508
493000000000001,327
494000000000001,350
495000000000001,332
496000000000001,254
497000000000001,270
498000000000001,333
499000000000001,519
500000000000001,348
501000000000001,327
502000000000001,258
503000000000001,293
504000000000001,336
505000000000001,263
506000000000001,247
507000000000001,344
508000000000001,479
509000000000001,343
510000000000001,357
511000000000001,357
512000000000001,338
513000000000001,497
514000000000001,254
515000000000001,368
516000000000001,259
517000000000001,358
518000000000001,253
519000000000001,368
520000000000001,375
521000000000001,458
522000000000001,347
523000000000001,376
524000000000001,265
525000000000001,363
526000000000001,360
527000000000001,504
528000000000001,355
529000000000001,266
530000000000001,363
531000000000001,361
532000000000001,315
533000000000001,359
534000000000001,542
535000000000001,364
536000000000001,358
537000000000001,363
538000000000001,343
539000000000001,459
540000000000001,280
541000000000001,366
542000000000001,370
543000000000001,348
544000000000001,362
545000000000001,457
546000000000001,360
547000000000001,351
548000000000001,372
549000000000001,356
550000000000001,534
551000000000001,360
552000000000001,364
553000000000001,371
554000000000001,264
555000000000001,370
556000000000001,526
557000000000001,364
558000000000001,348
559000000000001,280
560000000000001,345
561000000000001,294
562000000000001,355
563000000000001,478
564000000000001,354
565000000000001,377
566000000000001,361
567000000000001,406
568000000000001,618
569000000000001,281
570000000000001,366
571000000000001,362
